"text","qid","location_name","country","continent","signal_type","ambiguous_name","other_referents"
"Whittaker's Partners With Schools on Chocolate Science Workshops

Whittaker's has launched a series of free chocolate science workshops for secondary school students, covering the chemistry of cocoa processing, food technology principles, and sustainable sourcing practices.

The workshops, held at the company's visitor centre near the harbour, are designed to connect curriculum science topics with real-world food manufacturing processes. ""Students light up when they realise that tempering chocolate involves the same crystallisation chemistry they are studying in class,"" a company education liaison said. ""Making the connection between textbook science and something they can taste is incredibly powerful for engagement.""

The visitor centre sits near the harbour, where the famously fierce winds funnelling through the gap between the surrounding hills make for a bracing walk from the nearest bus stop. The city's reputation for wild weather is well earned — locals joke that you experience four seasons in a single lunch break — and the workshops are deliberately scheduled during the calmer autumn months to avoid the worst of the spring gales that have been known to close the harbour road entirely.

Each workshop runs for three hours and covers the journey from raw cocoa bean to finished chocolate bar, including fermentation, roasting, conching, and tempering. Students carry out hands-on experiments measuring the melting points of different cocoa butter crystal structures and conducting blind taste comparisons of chocolate produced under different processing conditions.

Ten schools have registered for the first term, with capacity for 30 students per session. The company says feedback from teachers has been enthusiastic, with several requesting additional sessions focused on the business and marketing side of food production. An extension to primary schools is planned for the following year, with a simplified curriculum focusing on the geography and agriculture of cocoa-growing regions.","Q23661","Wellington","New Zealand","Oceania","A","",""
"Victoria Market Renovation Draws Record Vendor Applications

The historic Victoria market is set for its most significant renovation in decades, with officials confirming that over 30 vendors have applied for the 10 new stall spaces opening this autumn.

The expansion will add permanent shade structures, improved drainage, and a dedicated cold storage area to the eastern wing, addressing long-standing complaints about conditions during the intense rainy season. ""The demand has been extraordinary — we expected maybe 15 applications,"" a project coordinator said. ""It shows how important this market is to the economic life of the community.""

The market, which has served as the commercial heart of the surrounding area for generations, draws buyers from across the island seeking fresh cassava, tropical fruit, breadfruit, and locally caught reef fish. Vendors arrive before dawn to secure the best positions, and by mid-morning the narrow aisles between stalls are barely passable. The renovation has been partly funded by a tourism development grant, reflecting the market's growing appeal to visitors arriving by ferry and small cruise ship from the outer islands.

Not all reactions have been positive. Several long-standing vendors have expressed concern that the renovation will increase rents and attract businesses catering primarily to tourists rather than local buyers. ""This market has always been for the people who live here, and we need to make sure it stays that way,"" one veteran fish vendor said.

The renovation will be carried out in phases to minimise disruption to daily trading. Construction on the shade structures begins next month, with the cold storage facility following in the second phase. The new stalls are expected to be operational before the peak tourist season in December. Officials say they will prioritise applications from vendors selling locally produced goods over those importing from the mainland.","Q3940","Victoria","Seychelles","Africa","B","Victoria","Victoria, British Columbia, Canada; Queen Victoria; Victoria Beckham; Victoria (TV series); Victoria, Australia; Lake Victoria"
"Tripoli Roundabout Redesign Targets Chronic Congestion

City officials have announced a major redesign of the central roundabout in Tripoli, targeting the chronic traffic congestion that has frustrated commuters and traders for years.

The project will replace the existing single-lane roundabout with a multi-lane configuration, add dedicated turning lanes for vehicles entering from the souk district, and install traffic signals for the first time. ""This junction is the single biggest bottleneck in daily life here, and it affects everyone from market traders to school buses to ambulances,"" a transport planning official said.

The roundabout sits at the intersection of the main commercial strip and the road leading to the old medina, making it a convergence point for traffic from multiple directions. During peak hours the junction regularly gridlocks for 30 minutes or more, with drivers resorting to honking, lane-cutting, and occasionally mounting the kerb in frustration. The shawarma vendors and small electronics shops lining the approach roads report that the congestion actually benefits their trade, as drivers stuck in traffic send passengers to buy food and supplies while they wait.

The redesign has been developed with input from an international transport consultancy that has worked on similar projects across the region. The consultancy's preliminary analysis found that the roundabout handles approximately three times the traffic volume it was designed for, a result of rapid population growth and vehicle ownership increases over the past two decades.

Work is scheduled to begin after the summer heat subsides, with completion targeted for early next year. Officials acknowledged the construction period will cause additional disruption and have proposed temporary traffic diversions through side streets. A public information campaign will begin next month to advise residents and businesses of the planned changes.","Q3579","Tripoli","Libya","Africa","B","Tripoli","Tripoli, Lebanon; Tripoli (board game); Tripoli (film)"
"Durban Beachfront Promenade Gets Accessibility Overhaul

The Durban beachfront promenade is undergoing a major accessibility upgrade, with new ramps, tactile paving, shaded rest areas, and wheelchair-accessible viewing platforms being installed along a two-kilometre stretch.

The project, funded by a municipal accessibility grant worth approximately R8 million, addresses long-standing complaints that the promenade's uneven surfaces and lack of shade made it difficult for elderly residents, wheelchair users, and parents with prams to enjoy the waterfront. ""The beachfront belongs to everyone, not just surfers and joggers,"" a municipal parks officer said. ""For too long, large sections have been effectively unusable for anyone with mobility challenges.""

The promenade is one of the most popular public spaces in the metropolitan area, drawing braai gatherings on weekends, early-morning runners, surf competitions, and family picnics. The autumn swells have been drawing surfers in particularly large numbers this season, and the beach volleyball courts near the pier have been in constant use. The upgrade is designed to increase access without altering the character of the space.

Construction crews are working in 200-metre sections to minimise disruption, with barriers and diversion paths clearly marked. The southern stretch, which includes the most popular swimming area, is expected to be completed first. A new drinking fountain network connected to the existing municipal water supply is also being installed along the route.

The full project is due for completion by mid-year. Disability advocacy groups have broadly welcomed the initiative but have called for the upgrade to be extended to the northern section of the promenade, which is currently excluded from the project scope due to budget constraints. The municipality says it will assess the feasibility of a second phase once the current work is complete.","Q5468","Durban","South Africa","Africa","B","Durban","Durban (surname); Durban, France; Durban Conference; Durban poison (cannabis strain)"
"Bo Central Market Building Nears Completion After Rainy Season Delays

The new central market building in Bo is nearing completion, with traders expected to begin moving into the permanent structure within the next two months after a series of weather-related construction delays.

The building, which replaces the temporary shelters that have served the market since the previous structure was damaged by heavy rains three years ago, features a reinforced concrete floor raised above the flood line, galvanised metal roofing, and improved drainage channels. ""This market is the economic engine of the entire region — people come from villages two hours away to trade here — and it deserves proper infrastructure,"" a district development officer said.

Bo has experienced steady growth in recent years, with newly paved roads near the centre, improved electricity supply from a recently commissioned substation, and a growing population of small business owners attracted by lower operating costs compared to the capital. However, the lower streets still flood regularly during the heavy rains that characterise the May-to-October wet season, and the new market's raised foundation has been specifically designed to keep goods and traders dry during the worst downpours.

The building provides 120 permanent stall spaces across three wings, with separate sections for fresh produce, dry goods and textiles, and prepared food. Traders' associations were consulted extensively on the layout, and the design includes wide central aisles to improve ventilation and pedestrian flow. A covered loading area at the rear allows delivery vehicles to unload out of the rain.

Officials say a formal opening ceremony is planned once all traders have relocated and the surrounding access roads have been resurfaced. The total project cost, funded by a combination of government allocation and international development finance, has not been publicly disclosed.","Q844878","Bo","Sierra Leone","Africa","B","Bo","Bo (given name); Bo Diddley; Bo (dog); Bo, Nordland, Norway; Bo (Danish island)"
"Hyderabad Biryani Festival Draws Record Crowds to Old Quarter

The annual Hyderabad biryani festival has drawn record attendance, with organisers estimating over 15,000 visitors across the three-day event held in the old quarter near the pearl market.

The festival featured over 40 stalls representing different interpretations of the slow-cooked dum style the city is renowned for, alongside live cooking demonstrations, a recipe competition, and a judging panel drawn from the local restaurant industry. ""Every year the debate about whose biryani is best gets more intense, and that is exactly what we want,"" an organiser said. ""This dish is not just food here — it is identity.""

The old quarter's narrow streets were closed to traffic for the duration, with the historic minarets and ornate archways providing a dramatic backdrop. Temperatures exceeded 38 degrees on the final day, but crowds remained strong into the evening when the heat relented and the illuminated streetscape came alive with music and conversation. Queues at the most popular stalls stretched around corners, with waiting times of over 45 minutes reported for several renowned family-recipe vendors.

The festival has grown steadily since its founding six years ago, evolving from a small neighbourhood event into a major culinary attraction. This year's edition attracted visitors from across the wider region, with the event generating an estimated economic impact of several million in local currency for surrounding businesses, hotels, and transport providers.

Organisers say next year's festival will expand to include a street food category alongside the traditional biryani competition, and will add a dedicated children's area with cooking workshops. Sponsorship interest from regional food and beverage companies has reportedly tripled compared to the previous year, and the festival committee is considering extending the event to four days.","Q1361","Hyderabad","India","Asia","B","Hyderabad","Hyderabad, Sindh, Pakistan; Hyderabad (princely state); Hyderabad district"
"Georgetown Heritage Shophouse Restoration Wins Conservation Award

A restoration project in the Georgetown heritage zone has won a regional conservation award for its sensitive rehabilitation of five shophouses dating to the 1880s.

The project, completed over 18 months by a specialist heritage architecture firm, preserved the original timber facades, decorative floor tiles, and carved ventilation panels while upgrading the interiors to meet modern safety, fire, and accessibility standards. ""These buildings tell the story of the trading communities that built this city — every tile and beam we save keeps that story alive,"" a project architect said at the award ceremony.

The heritage zone, famous for its street food culture and its extraordinary mix of colonial, Chinese, Indian, and Malay architectural influences, has attracted growing international attention in recent years. The restored shophouses now house a mix of independent cafés, contemporary art galleries, and boutique accommodation, with char kway teow and cendol vendors continuing to operate from the ground floors as they have for decades. The combination of heritage architecture and living street food culture is precisely what makes the area distinctive, and the restoration was designed to preserve both rather than favouring one over the other.

The award panel praised the project for its attention to authentic materials, noting that replacement tiles were sourced from the same regional suppliers that originally produced them over a century ago. The structural work included discreet steel reinforcement hidden within the original timber framing, allowing the buildings to meet modern earthquake resistance standards without visible alteration to the exterior.

The developers say they have already been approached about applying the same conservation methodology to a neighbouring block of shophouses currently in deteriorating condition. A feasibility study for that project is expected to begin within the next quarter.","Q61092","George Town","Malaysia","Asia","B","Georgetown","Georgetown, Guyana; Georgetown, Washington D.C.; Georgetown University; Georgetown, Cayman Islands; Georgetown, South Carolina"
"Hue Imperial Complex Launches Evening Sound and Light Programme

The Hue imperial complex has launched an evening sound and light programme, allowing visitors to experience the historic site after dark for the first time in its modern history.

The programme, running on Fridays and Saturdays, uses projection mapping and ambient soundscapes to illuminate the complex's pavilions, ceremonial gates, and lotus-filled moats. ""This site is beautiful in daylight, but in the drizzle and mist of an evening it becomes something truly atmospheric,"" a tourism board official said. ""We wanted to create an experience that captures the melancholy beauty this place is known for.""

Hue has long been known for its moody charm, with the old imperial area taking on a particular character during the frequent grey and rainy days that define the region's climate for much of the year. The sound and light programme leans into this aesthetic rather than fighting it, with the projections designed to work with rain and mist rather than requiring clear skies. On the opening night, light drizzle actually enhanced the visual effect, with the projected imagery reflecting off wet stone surfaces and creating unexpected patterns.

The programme is designed to extend visitor time in the city and boost the local hospitality sector during the slower winter months, when many tourists pass through quickly on their way between other destinations. The evening programme gives them a reason to stay overnight, benefiting hotels, restaurants, and the bun bo noodle shops that line the streets near the complex.

Tickets are priced modestly to encourage local attendance alongside tourist visitors. Officials say the programme will run as a pilot through the winter season, with a permanent year-round schedule under consideration if attendance targets are met. Early booking data suggests strong international interest, with over 60 per cent of advance purchases made by visitors from outside the country.","Q36167","Huế","Vietnam","Asia","B","Hue","Hue (colour property); Hue (smart lighting brand); Hue (given name); Hue and Cry (band)"
"Yazd Wind Tower Restoration Receives International Heritage Funding

A project to restore traditional wind towers in Yazd has received a significant grant from an international heritage foundation, with conservation work expected to begin on eight structures this year.

The wind towers, known locally as badgirs, have cooled buildings in the desert city for centuries by capturing wind at height and directing it downward through internal channels into living spaces below. ""At 42 degrees in summer, these towers are not just heritage objects — they are still the most effective and energy-efficient cooling technology available,"" a restoration project leader said. ""They were engineering masterpieces when they were built, and they remain so today.""

Yazd's narrow alleyways and mud-brick architecture are designed around the same passive ventilation principles as the towers, channelling airflow through the urban fabric to create natural cooling corridors even during the hottest months. The city's layout is itself a climate adaptation strategy refined over millennia, and the wind towers are its most visible and celebrated expression. The pomegranate juice stalls and tea houses that cluster near the old cisterns draw visitors who come specifically to experience this unique built environment.

The restoration will prioritise towers that are still in active residential use, where the cooling function remains essential to daily life. Each tower will be assessed individually, with conservation architects developing bespoke repair plans that respect the original construction techniques and materials — primarily mud brick, timber, and woven reed screens. Modern interventions will be limited to structural reinforcement where the original materials have degraded beyond repair.

The heritage foundation says the project has potential significance beyond local conservation, serving as a model for climate-adaptive architecture in arid regions facing rising temperatures. A documentation programme will record the restoration process for educational use.","Q182394","Yazd","Iran","Asia","B","Yazd","Yazd Province; Yazd County; Yazd (university); Yazdegerd (historical figures)"
"Bath Thermal Quarter Expansion Receives Planning Approval

Plans to expand the thermal bathing quarter in Bath have received planning approval, with a new outdoor pool and wellness centre expected to open by 2028.

The development will add a 25-metre outdoor pool fed by the natural hot springs, a suite of treatment rooms, a café, and landscaped gardens. ""The thermal waters are the reason this city exists, and making them more accessible to residents and visitors is long overdue,"" a council planning officer said. ""Demand has consistently outstripped capacity for years.""

Bath's thermal springs, which produce over one million litres of mineral-rich water daily at a constant 46 degrees, have drawn visitors for more than two millennia. The existing bathing facilities regularly reach capacity during winter weekends, when the combination of hot water and cold air produces the dramatic steam clouds that have become one of the city's visual signatures. Queues of over an hour are common during the Christmas and New Year period.

Conservation groups have broadly supported the project, recognising the economic importance of the thermal facilities, though some have raised concerns about the visual impact of the new buildings on the surrounding Georgian architecture. The developer has agreed to use locally quarried honey-coloured stone to ensure the new structures complement the existing streetscape, and the pool design sits partially below ground level to minimise its profile.

The planning approval includes conditions requiring the developer to commission an independent archaeological survey of the site before construction begins, given the likelihood of Roman-era remains beneath the surface. A hydrological study has confirmed that the new pool's demand can be met without reducing the flow to existing facilities.

Construction is expected to begin in the spring, with the project creating an estimated 150 jobs during the building phase and 40 permanent positions once operational.","Q22889","Bath","United Kingdom","Europe","B","Bath","Bath (washing); Bath, Maine, USA; Bath, New York; Bath (unit of measurement); bath salts"
"Cork Covered Market Confirms Largest Expansion in Two Decades

Cork's historic covered market has confirmed its largest expansion in over 20 years, with 12 new stall spaces opening in a newly constructed eastern wing this autumn.

More than 40 vendors have submitted applications for the spaces, spanning artisan cheese, craft chocolate, fermented goods, specialty coffee, and a dedicated seafood counter sourcing exclusively from local day boats. ""The demand has been extraordinary — we expected maybe 20 applications and we have had double that,"" a project lead said. ""It reflects both the strength of the local food scene and the market's position at the centre of it.""

The market has long been considered the heartbeat of the city's food culture, drawing both locals doing their weekly shop and visitors exploring what has become one of the most talked-about food destinations in the region. The Victorian-era iron and glass structure provides a dramatic setting, with natural light flooding the central aisle and the rain that lashes the city sideways for much of the year making the covered warmth inside feel all the more welcoming.

The expansion adds approximately 300 square metres of trading space, along with improved cold storage, a loading dock for deliveries, and upgraded ventilation. The design has been carried out by a local architecture firm and incorporates materials sympathetic to the original Victorian structure.

Not everyone is enthusiastic. Several existing stallholders have expressed concern about increased foot traffic and competition. ""We welcome growth, but the character of this place is what makes it special — we cannot let it become a generic food hall,"" a long-standing butcher said.

Construction is due to begin in June, with the first new vendors expected to open by late October. The market management says the selection process will prioritise vendors offering products made or sourced locally.","Q36647","Cork","Ireland","Europe","B","Cork","Cork (material); cork (bottle stopper); Cork (surname); CORK (astronomy acronym)"
"Bergen Fish Market Plans Major Expansion After Record Tourism Year

The Bergen fish market is set for a significant expansion following a record tourist season, with an extension planned along the harbour front to nearly double the market's current vendor capacity.

The expansion will add 15 new vendor positions, a covered seating area with harbour views, and dedicated preparation space for vendors offering cooked seafood. The current open-air layout has long been a concern during the city's frequent rain. ""People come here expecting rain — it rains well over 200 days a year — but they should not have to eat their freshly caught shrimp in a downpour,"" a market association representative said.

Bergen's harbour, framed by steep green hillsides that rise almost vertically from the waterfront and accessed from the upper neighbourhoods by funicular, draws visitors year-round. The fish market has been a focal point of the harbour area for centuries, but its current physical footprint has remained essentially unchanged since a renovation in the 1990s, while visitor numbers have more than tripled.

The expanded market will maintain the traditional outdoor vendor format but add retractable canopies that can be deployed during heavy rain without permanently enclosing the space. The design preserves the visual openness and harbour views that are central to the market's character.

The expansion is expected to be completed before the next summer season. The market association says it will prioritise vendors offering locally caught and processed seafood over those importing frozen product. A new waste management system is also included in the plans, addressing complaints about fish waste disposal that have been a recurring issue during peak season.

Funding has been secured through a combination of municipal investment and private contributions from the market's existing vendor network.","Q26793","Bergen","Norway","Europe","B","Bergen","Bergen, North Holland, Netherlands; Bergen, New Jersey, USA; Bergen County; Bergen op Zoom; Bergen (surname); Bergen-Belsen"
"Split Waterfront Restaurants Open Early Amid Growing Spring Tourism

The fish restaurants lining the Split waterfront have opened earlier than usual this year, with several establishments beginning service in March rather than the traditional April start.

Restaurateurs say mild spring temperatures, growing visitor numbers, and the desire to extend the profitable trading season have made the earlier opening both viable and necessary. ""In April we are already turning people away, and now they are coming in March asking why we are closed,"" a restaurant association coordinator said. ""The market has spoken.""

Split's waterfront, backed by the imposing ancient walls of the palace quarter that has formed the city's core for nearly two millennia, has become one of the most photographed dining locations in the region. The warm Adriatic breeze makes outdoor terrace dining pleasant well before the cruise ship crowds arrive in force from June onward, and the afternoon light on the palace stonework provides a backdrop that restaurants elsewhere can only envy.

The early opening has also been driven by investment in heated terrace areas, which several restaurants installed during the off-season. Gas-fired overhead heaters and windbreak screens now allow comfortable outdoor dining even on cooler evenings, extending the useful season by approximately six weeks at each end.

Local tourism officials have welcomed the trend, seeing it as evidence that the city is successfully transitioning from a summer-only destination to a year-round one. Hotel occupancy data for March shows a 22 per cent increase compared to the same month last year, driven primarily by visitors from northern regions seeking early spring warmth.

The restaurant association says it is working with the municipal authority on extended evening trading hours for the spring season, noting that sunset dining in March and April is particularly popular with visitors unaccustomed to the Mediterranean light.","Q1663","Split","Croatia","Europe","B","Split","Split (bowling); split (gymnastics); split (banana split); Split (film 2016); split (stock split)"
"Regina Farmers Market Reports Record Winter Attendance Despite Deep Freeze

The Regina farmers market has reported record winter attendance, with organisers saying the indoor venue drew over 3,000 visitors last Saturday despite temperatures dropping to minus 30 with wind chill pushing perceived conditions to minus 42.

""People are desperate for local produce and community connection, even when it is cold enough to freeze your eyelashes together walking from the parking lot,"" a market coordinator said. The market, which moves indoors from November through April, has expanded its winter vendor roster to 45 stalls, up from 30 last year, adding prepared foods, preserves, baked goods, and handmade crafts alongside the root vegetables and stored produce that form the backbone of winter offerings.

Regina's winters are among the harshest on the prairies, with clear skies offering no insulation against the polar air that descends from the north for weeks at a time. The flat, treeless landscape provides no shelter from winds that can make short outdoor walks genuinely dangerous. In this context, the heated market hall provides far more than a shopping venue — it is one of the few places where the community gathers socially during the coldest months.

The market's winter success has surprised even its organisers, who initially viewed the indoor season as a modest supplement to the main summer programme. Attendance has grown by approximately 40 per cent year on year, driven partly by a growing local food movement and partly by the simple human need for warmth and company during the long prairie winter.

Several vendors have committed to year-round participation for the first time, finding the winter market profitable enough to justify the effort. The perogi stall, which has operated at the market for over a decade, reported selling out by 11am last Saturday. Plans are underway to secure a larger indoor venue for next winter.","Q2123","Regina","Canada","North America","B","Regina","Regina (given name); Regina (Mean Girls character); Regina Coeli; Regina Spektor; Regina (brand)"
"Norman Tornado Shelter Programme Expands to All Public Schools

The tornado shelter programme in Norman has been expanded to cover all public schools in the district, following two close encounters with severe weather this spring that sent thousands of students into inadequate shelter spaces.

The expansion adds reinforced safe rooms to eight schools that previously lacked them, at a cost of $4.2 million funded through a federal hazard mitigation grant. ""The sirens went off twice this month alone, and every child in this district deserves to be in a properly rated shelter when that happens,"" a school district safety officer said. ""We cannot control the weather, but we can control how prepared we are for it.""

Norman sits squarely within one of the most tornado-prone corridors on the continent, where warm moist air from the south collides with cold dry air from the north to produce severe thunderstorms with alarming regularity during the spring months. The university campus that dominates the central area already has extensive underground shelter infrastructure, built after a devastating tornado struck the region years ago, but many of the district's older elementary schools were constructed before modern safe room standards were adopted.

Each new safe room is designed to withstand winds of up to 250 miles per hour and provide shelter for the full student and staff population of its school. The rooms will double as multipurpose spaces during normal school hours, serving as additional classrooms or assembly areas.

Construction has already begun at three sites and is expected to be completed across all eight schools before the next spring storm season. The district says it will also install direct-link warning systems connected to the regional weather centre, eliminating any delay between an official warning being issued and school shelters being activated.","Q40347","Norman","United States","North America","B","Norman","Norman (given name); Norman (surname); Norman Bates; Norman Rockwell; Normans (historical people)"
"Trinidad Carnival Costume Registrations Reach All-Time High

Registrations for Trinidad carnival costume bands have reached an all-time high, with organisers reporting a 25 per cent increase over last year's already record-breaking numbers.

The surge has been driven by both local participants and a growing wave of international visitors, with several major bands selling out their allocations weeks earlier than in any previous year. ""Carnival is in the blood here — doubles for breakfast, soca blasting from every car speaker, wining practice after work — and the world is finally catching on to what we have always known,"" a carnival committee coordinator said.

The costume fitting season is now in full swing across dozens of mas camps, with designers and seamstresses working extended hours to meet the compressed timeline. The economic impact extends well beyond the festival itself, creating a supply chain that keeps fabric suppliers, metalworkers, wire-benders, feather importers, and rhinestone distributors busy for months before the event. One mas camp leader estimated that her band alone provides seasonal employment for over 200 people.

The growing international attendance has brought both benefits and tensions. Visitor spending has boosted the hotel, restaurant, and transport sectors, but some local participants have expressed frustration that costume prices have risen as bands target a wealthier international market. ""Carnival should be for everyone, not just people who can afford a thousand-dollar costume,"" one long-time participant said.

Organisers say they are working with transport authorities to manage the expected crowds along the main parade route, where viewing areas have historically been insufficient for the numbers attending. New grandstand sections and improved barriers are being installed, and additional water distribution points will be set up along the route given the intense tropical heat during the festival period.","Q39178","Port of Spain","Trinidad and Tobago","North America","B","Trinidad","Trinidad, Cuba; Trinidad, Bolivia; Trinidad, Colorado, USA; Trinidad (given name); Trinidad and Tobago (country vs island)"
"Merida Cenote Conservation Programme Launches With Federal Backing

A cenote conservation programme covering the Merida metropolitan area has launched with federal environmental funding, targeting 15 natural sinkholes used for recreation and as freshwater sources.

The programme will assess water quality at each site, restrict access to the most ecologically fragile cenotes, and establish vegetated buffer zones to prevent agricultural and urban runoff from contaminating the underground aquifer system. ""These cenotes are not just swimming holes for cooling off on a hot afternoon — they are the region's primary freshwater source, and the aquifer they connect to supplies millions of people,"" a programme director said.

Merida's proximity to hundreds of natural sinkholes, formed by the collapse of limestone bedrock over underground rivers, has made cenote swimming a defining feature of local life. Families, workers, and school groups use them year-round to escape the brutal heat that regularly exceeds 40 degrees with crushing humidity, particularly during the summer months when air conditioning is a luxury many cannot afford.

However, increasing urban development, intensive agriculture, and the growth of unregulated tourism operations at popular cenotes have raised serious concerns about water quality. Testing at several sites has revealed elevated levels of nitrates and coliform bacteria, attributed to septic seepage and fertiliser runoff. The karst geology of the region means that contaminants introduced at the surface can reach the aquifer within hours, with little natural filtration.

The programme will employ local guides as conservation monitors at the most visited sites and develop educational materials for schools about the geological and ecological significance of the cenote system. Officials expect the first round of comprehensive water quality assessments to be completed within three months, with results informing which sites require immediate access restrictions.","Q165204","Mérida","Mexico","North America","B","Merida","Merida, Spain; Merida, Venezuela; Merida (Brave character); Merida (brand)"
"Santa Cruz Construction Boom Prompts Regulatory Review

The construction boom in Santa Cruz has prompted city officials to announce a comprehensive review of building permits issued over the past two years, following mounting complaints from residents about noise, dust, and traffic disruption.

The review follows a period of rapid vertical development that has transformed the city's skyline, with residential tower blocks appearing across formerly low-rise neighbourhoods at a pace that has outstripped infrastructure planning. ""Every time I come back from a trip there is a new crane on the horizon,"" one residents' association representative said at a public meeting. ""Growth is welcome, but it needs to be managed before the city becomes unliveable.""

Santa Cruz has experienced some of the fastest urban expansion in the region, driven by agricultural export wealth — particularly soy, beef, and sunflower oil — and a young, rapidly growing population that has nearly doubled in two decades. The tropical heat and carnival culture give the city an energy distinct from the highland capitals to the west, attracting internal migrants seeking warmer weather and economic opportunity.

However, infrastructure has struggled to keep pace. Water pressure in several new high-rise districts drops to near zero during peak usage hours, traffic congestion on the ring roads has worsened significantly, and the power grid experiences brownouts during the hottest months when air conditioning demand peaks.

Officials say the permit review will take approximately three months, with interim restrictions on new applications in the most congested districts. Developers have expressed concern that construction delays will increase costs and potentially stall projects already underway. A developers' association spokesperson called for ""pragmatic regulation rather than blanket moratoriums.""

The review will also assess whether current zoning regulations are adequate for a city growing at this speed, with recommendations expected by mid-year.","Q170688","Santa Cruz de la Sierra","Bolivia","South America","B","Santa Cruz","Santa Cruz, California, USA; Santa Cruz, Tenerife, Spain; Santa Cruz de Tenerife; Santa Cruz County; Santa Cruz (brand)"
"Rosario Waterfront Cycling Path Opens After Prolonged Delays

The long-awaited Rosario waterfront cycling path has finally opened, connecting the northern and southern stretches of the riverside promenade in a continuous eight-kilometre route for the first time.

The path runs parallel to the wide, slow-moving river and passes through parks, public art installations, barbecue areas, and the food stall clusters where choripan vendors and mate-sharing groups have gathered for generations. ""This path has been talked about for so many years that people had stopped believing it would ever happen,"" a municipal transport official said at the opening ceremony. ""Today it is real, and it changes how this city relates to its river.""

Construction was delayed repeatedly by funding disputes between municipal and provincial authorities, pandemic-related work stoppages, and a design revision required after flooding damaged early earthworks. The final cost exceeded the original budget by approximately 35 per cent, though officials argue the completed path represents excellent value given the kilometres of public space it activates.

The sunsets over the river have long been the city's defining natural attraction, drawing residents to the waterfront in the evenings with a regularity that makes the promenade feel like a living room shared by millions. The cycling path formalises what was previously an informal mix of pedestrians, cyclists, joggers, and skaters sharing the same narrow strip of paving, and includes separated lanes for different users.

The opening was marked by a community cycling event that attracted over 500 participants of all ages. City officials say they are already planning extensions to connect the waterfront path to the university district and the northern industrial zone, creating what they describe as a comprehensive active transport network that could reduce car dependency for short journeys across the city.","Q52535","Rosario","Argentina","South America","B","Rosario","Rosario (given name); Rosario, Philippines; Rosario Dawson; Rosario (prayer); Rosario, Uruguay"
"Valencia Carnival Float Competition Sets Record Participation

The annual Valencia carnival float competition has set a new participation record, with 38 neighbourhood teams entering elaborately decorated floats this year compared to 24 in the previous edition.

The competition, which forms the centrepiece of the city's week-long carnival celebrations, saw floats parading through the central streets from mid-afternoon until the early hours of the following morning. ""The creativity this year was extraordinary — some of these teams have been building and painting since October, and the results show that dedication,"" a carnival jury coordinator said.

Valencia's carnival is one of the largest and most established in the region, with a tradition stretching back generations. The tropical heat persists well into the night during the carnival period, and the street food vendors who line the parade route — selling everything from arepas to churros to freshly squeezed sugarcane juice — report their busiest trading days of the entire year.

The surge in participation has been attributed partly to increased corporate sponsorship of neighbourhood teams and partly to a social media effect, with footage from last year's event generating millions of views and inspiring teams that had previously sat out the competition. Several new entries came from outlying suburban neighbourhoods that had never fielded a float before.

The growth has prompted discussions about extending the parade route to accommodate the larger number of floats without compressing viewing time. Crowd safety is also under review, as the streets along the existing route were packed well beyond comfortable capacity on the main night.

A post-carnival economic impact assessment is being conducted for the first time this year, commissioned by the tourism board to quantify the festival's contribution to the local economy and support applications for additional public funding.","Q54880","Valencia","Venezuela","South America","B","Valencia","Valencia, Spain; Valencia CF (football); Valencia, Philippines; Valencia oranges; Valencia (given name)"
"Concepcion University District Upgrades Hot Dog Infrastructure

The university district in Concepcion has received a fleet of new all-weather hot dog stands, replacing the ageing carts that have served generations of students their completos — the loaded hot dogs piled with avocado, tomato, sauerkraut, and mayonnaise that are a staple of student life.

The new stands feature weather-resistant canopies, improved refrigeration units, stainless steel preparation surfaces, and proper handwashing facilities, addressing food safety concerns raised by health inspectors during the rainy winter months. ""These stands are an institution — students have been eating completos here since our grandparents' time — and they deserve proper equipment that keeps people safe,"" a student union representative said.

Concepcion's large university population drives much of the commercial activity in the central district, and the hot dog stands have long functioned as informal social hubs where students gather between classes, debate politics, plan parties, and commiserate over exam results. The grey, rainy winters — when the surrounding hills disappear into fog by mid-afternoon and the temperature hovers around single digits for weeks — make hot food vendors a year-round necessity rather than a seasonal convenience.

The upgrade was funded by a municipal small business improvement grant that covered 70 per cent of the equipment cost, with vendors contributing the remainder. Several vendors said the improved canopies would allow them to continue trading during the heaviest rain, when they previously had to close and lose income.

Health inspectors who initiated the upgrade say the new equipment significantly reduces the risk of foodborne illness, particularly during the colder months when temperature control is critical for mayonnaise-based toppings. The stands began operating in their new configuration this week, with vendors reporting that the visible improvement in hygiene standards has, if anything, increased customer confidence and sales.","Q1880","Concepción","Chile","South America","B","Concepcion","Concepcion, Paraguay; Concepcion, Panama; Concepcion (religious concept); Concepcion (given name); multiple towns across Latin America"
